"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B" "gene.name"
"FBgn0011455" -1.27575026301545 6.69264494724736 -23.8243506374222 9.99743401070578e-37 1.07662022122187e-34 73.3520203806026 "l(3)neo18"
"FBgn0052369" 2.49503300016421 5.45598498863377 23.751703983874 1.22431785592535e-36 1.30348113547325e-34 73.1503830883814 "CG32369"
"FBgn0031033" 6.51112192132592 7.51247299370389 23.6568333441865 1.59637320641591e-36 1.68049669336075e-34 72.9035527699755 "CG14219"
"FBgn0034971" -1.65695257400106 7.49931075437426 -23.6314432534898 1.71410001398377e-36 1.7843781145571e-34 72.8229028463852 "CG3209"
"FBgn0031360" -1.50374200674657 5.30588279541704 -23.6015346255231 1.86410326065605e-36 1.91920697242709e-34 72.7112806678083 "CG31937"
"FBgn0030929" 3.6916601045333 11.0780816515525 23.5631932707302 2.07600330081616e-36 2.11413857884202e-34 72.6370348483449 "CG15043"
"FBgn0031799" 1.99746993230341 5.56295118400008 23.5584168218864 2.10405504341142e-36 2.11966577437866e-34 72.6031022479977 "Pez"
"FBgn0027363" 2.25001911704095 7.55888509950251 23.4421189124249 2.91919967848531e-36 2.90957253060946e-34 72.2927510902355 "Stam"
"FBgn0030234" 2.32982042634078 7.79299657701609 23.4017254560369 3.27176546245049e-36 3.19303860601028e-34 72.1809106996854 "CG15211"
"FBgn0039385" 1.16732212069313 4.50981886064243 23.4036507479544 3.25402187379323e-36 3.19303860601028e-34 72.1678015376186 "CG5913"
"FBgn0038745" -1.02524033625813 6.78770425034108 -23.2427036542695 5.13289262101935e-36 4.95773927487941e-34 71.7175688315408 "CG4538"
"FBgn0086706" -1.24750640194393 7.66147465201091 -23.1770822964618 6.18537601486214e-36 5.91334570237177e-34 71.5430014307377 "pix"
"FBgn0030699" 1.33503974285782 5.44003055016175 23.1681178842231 6.34520136727472e-36 6.00486783939363e-34 71.4904874409874 "CG8578"
"FBgn0260049" 1.55987221820579 7.4232732271036 23.0916978107904 7.88908656077761e-36 7.39128519879254e-34 71.2970250223206 "flr"
"FBgn0003415" 1.78804262619897 5.34765403828224 23.0857087841818 8.02507412719208e-36 7.44424945521412e-34 71.2607919391793 "skd"
"FBgn0052103" 1.76750058171556 6.7883044678086 22.9945633738244 1.04132832845448e-35 9.56490696989219e-34 71.0094989038027 "CG32103"
"FBgn0028480" -1.82641243545154 7.22325946253605 -22.9565034869133 1.16126580716363e-35 1.04614416801116e-33 70.9070432896656 "CG17841"
"FBgn0029868" -1.25096043770762 6.14389775498478 -22.9570558038953 1.15942902924689e-35 1.04614416801116e-33 70.8893840758909 "CG3446"
"FBgn0001978" 1.50482530007762 6.53293515609908 22.9456644084613 1.19791378631985e-35 1.06888135847911e-33 70.8668446455572 "stc"
"FBgn0026620" 1.5678497308427 6.8816236177465 22.8970847503774 1.37709240299535e-35 1.21716780411919e-33 70.7320500833055 "tacc"
"FBgn0019957" -1.15800901051031 6.82616617801925 -22.8487333267844 1.5823856597147e-35 1.38554871456701e-33 70.5916451416871 "ND42"
"FBgn0085403" 1.96837919040282 5.28244497472866 22.8133190791744 1.75216584160767e-35 1.51764336055202e-33 70.4816735103472 "Rapgap1"
"FBgn0029888" -1.35787672474691 5.46910256442079 -22.81065823078 1.76564335895155e-35 1.51764336055202e-33 70.4585633989733 "CG3192"
"FBgn0044324" 1.31942726238741 5.57447500255266 22.8068995713434 1.78486029965755e-35 1.52021419522651e-33 70.4552080740965 "Chro"
"FBgn0014467" 1.82908695927802 4.88247499470116 22.7925632363012 1.86012073723375e-35 1.57004244929217e-33 70.4244420248136 "CrebB-17A"
"FBgn0030724" -1.34305159667452 6.25294346455847 -22.7809635830667 1.92335851731198e-35 1.60892374541928e-33 70.3858706897063 "Nipsnap"
"FBgn0030687" 1.44559715779466 6.03750324025607 22.7735219626966 1.96506867648922e-35 1.6292680026573e-33 70.3649093344152 "CG17209"
"FBgn0033971" 1.29989140047259 3.91802266117927 22.7587476826494 2.0506099447126e-35 1.68527759403617e-33 70.3490200818212 "CG10209"
"FBgn0035083" -1.934524829861 6.87768617298434 -22.7512290016753 2.09557855295581e-35 1.707258735882e-33 70.3099179454809 "Tina-1"
"FBgn0038829" -1.95218419782173 5.82971241920956 -22.7474892622593 2.11831576385096e-35 1.71090520616549e-33 70.2849005577248 "CG17271"
"FBgn0024238" 1.64185274366298 9.14919806363154 22.7136855705521 2.33550469714756e-35 1.85435114470978e-33 70.2282107791541 "Fim"
"FBgn0036915" 1.01431174849447 4.63825911934312 22.7263408085849 2.25167370755497e-35 1.8030710227421e-33 70.2239824299241 "Prp3"
"FBgn0029870" -1.07746941678496 7.54080894542027 -22.6140980077654 3.11558510318165e-35 2.45293418753856e-33 69.9253829664957 "Marf"
"FBgn0035202" 1.52054019886271 4.64050819953082 22.5571407261054 3.67542374018179e-35 2.82802049675189e-33 69.7431783869853 "CG9139"
"FBgn0041191" -1.3955849228565 6.24909239217065 -22.5593484181868 3.6519358520661e-35 2.82802049675189e-33 69.7428633774037 "Rheb"
"FBgn0037749" -2.20283519343791 4.61499858185163 -22.5564733394546 3.68255417444477e-35 2.82802049675189e-33 69.7387283764179 "CG9471"
"FBgn0040529" -1.42753717562011 7.1508701645819 -22.5315486972343 3.9591156122119e-35 3.01568733096043e-33 69.6796123767746 "CG9603"
"FBgn0041582" 1.92012436993315 5.77744078542005 22.5250137437669 4.03504196263204e-35 3.04873452805641e-33 69.645666004698 "tamo"
"FBgn0033787" 2.24872601227864 10.1682771049941 22.5022669485809 4.31100028553038e-35 3.23118093401073e-33 69.6200779080545 "CG13321"
"FBgn0031939" -3.08674643714543 3.66653135816189 -22.4828925435781 4.56105895472194e-35 3.3914731227611e-33 69.5637093789857 "CG13796"
"FBgn0039358" -1.34255396072589 7.02645391517265 -22.4477185014158 5.05315903256731e-35 3.72779897449788e-33 69.4334575414872 "CG5028"
"FBgn0035851" 1.01627294836746 5.6531740119645 22.4431749267589 5.12052686174279e-35 3.74798563809908e-33 69.3974503609967 "MED24"
"FBgn0001222" 0.852219757241254 6.09240946276165 22.4351088805381 5.24236845039804e-35 3.80742248153327e-33 69.378508535794 "Hsf"
"FBgn0034968" -1.60844630013526 9.18350617739659 -22.3797281342728 6.16200744358513e-35 4.44091136453455e-33 69.2604610373337 "RpL12"
"FBgn0037374" -1.03056963165714 5.17520120516596 -22.364279046454 6.44654262842028e-35 4.6105082355473e-33 69.1575727683168 "jagn"
"FBgn0010406" -1.26203053475768 5.51756522884132 -22.3545124652705 6.63323957197476e-35 4.70809254165391e-33 69.1322584059029 "RNaseX25"
"FBgn0038464" 0.912673032467712 4.82531399287222 22.3485332895237 6.75022616276215e-35 4.75510292623448e-33 69.1198079218912 "CG16941"
"FBgn0015737" -1.02308795619326 6.76356846780556 -22.2630310220005 8.67078537438012e-35 6.06243195317667e-33 68.889085387456 "Hmu"
"FBgn0010583" 1.99274565677233 5.50053450074431 22.2562363195119 8.84531044056962e-35 6.13864544575532e-33 68.8599633908095 "dock"
"FBgn0027525" -1.52274708198649 6.10072552024568 -22.2276303186966 9.61990964166089e-35 6.6271274582883e-33 68.7720097443938 "CG7686"
"FBgn0034909" 3.528276992129 6.33175264012981 22.214080645741 1.0010412400881e-34 6.84580684553683e-33 68.7518228999495 "CG4797"
"FBgn0033448" 2.08411570349317 9.40049053225297 22.1927150623372 1.06590144551725e-34 7.23654394423994e-33 68.7149585667547 "hebe"
"FBgn0026593" 2.47750159730209 7.05066046078247 22.1580717117093 1.18023219682741e-34 7.95510464178129e-33 68.585868741957 "CG5707"
"FBgn0036258" -1.23230257618225 7.24050380022355 -22.1425904250612 1.23526016953773e-34 8.2079095946092e-33 68.5435964052625 "CG5642"
"FBgn0036341" 1.36709159430533 5.8427947328761 22.1450691716978 1.22627809000294e-34 8.20642816088396e-33 68.5281236865678 "Syx13"
"FBgn0042185" 3.01043134293849 5.23110423718122 22.1054639209564 1.37804028425078e-34 9.09215452334193e-33 68.4356502396696 "CG18769"
"FBgn0050115" 2.4971649960677 7.96516040263977 22.0999596624095 1.40058554445165e-34 9.17628389228497e-33 68.4298594045484 "GEFmeso"
"FBgn0024360" 2.20143727244557 4.92013991458732 22.0519000702502 1.61398998756573e-34 1.05010223565995e-32 68.2666987364357 "CG11418"
"FBgn0025366" -1.91088784405511 6.97335914194872 -22.0442766607019 1.65074416936243e-34 1.06660842225908e-32 68.2479865012206 "Ip259"
"FBgn0031771" -1.04393373823589 7.29665197971429 -22.0141876850787 1.80426681391835e-34 1.15782025887678e-32 68.16459278677 "CG9140"
"FBgn0033184" -1.11524188210313 3.88006016435873 -21.9980562834036 1.89244111057549e-34 1.20614154863822e-32 68.1114431136733 "CG12736"
"FBgn0027066" 1.29223389414303 7.14506988371805 21.9710560861093 2.0498898869295e-34 1.29766340207044e-32 68.033694709724 "Eb1"
"FBgn0026250" -1.05741686807116 7.33025174260102 -21.9638446621065 2.09414121764125e-34 1.30800060453872e-32 68.0165154481504 "eIF-1A"
"FBgn0086358" 1.21818612050045 6.6046777543443 21.9648100354308 2.08816185795858e-34 1.30800060453872e-32 68.0048759602897 "Tab2"
"FBgn0026787" -1.36123625483956 5.75934165933224 -21.952529323111 2.16553107224252e-34 1.3436331533669e-32 67.9494850229945 "Nhe1"
"FBgn0031815" -1.26419259722691 6.08111597916856 -21.924655029035 2.35207603439381e-34 1.44977633988392e-32 67.8704959608436 "frj"
"FBgn0025624" 1.54550588778552 5.94320786959861 21.8950129514647 2.56833103157115e-34 1.57272506109739e-32 67.7902607335963 "CG4025"
"FBgn0034577" 1.50519880931375 7.34645705277109 21.8490449129211 2.94418382693374e-34 1.79117261523002e-32 67.6758397000493 "cpa"
"FBgn0001189" -1.11585901127314 5.48792302651718 -21.8089163534355 3.31755982721255e-34 2.00530438846157e-32 67.5168903054123 "hfw"
"FBgn0031245" -1.93265640738049 7.38661303873573 -21.7678028154601 3.74988394808378e-34 2.2520937634357e-32 67.4319299521923 "CG3625"
"FBgn0028582" 1.53144429181479 7.84061716182932 21.7388689181768 4.08790714771791e-34 2.43946509980695e-32 67.3559249660599 "lqf"
"FBgn0039488" 1.95476902614919 3.34837876212896 21.6777052279782 4.90746454673905e-34 2.87362720864988e-32 67.1978351378605 "CG6066"
"FBgn0011836" 1.07194260733506 4.60820017631014 21.6944784532126 4.66743956169373e-34 2.7676734970575e-32 67.1891059849958 "Taf2"
"FBgn0026326" 1.02950020521526 4.60575164133748 21.6830265648211 4.82999389230364e-34 2.84605111804986e-32 67.1549853571918 "Mad1"
"FBgn0037270" -1.1343207622885 7.11710504953484 -21.667745053035 5.05586350730142e-34 2.9421357267023e-32 67.1311266613867 "CG9769"
"FBgn0036643" -1.35795775278913 3.75929197794951 -21.6407076869616 5.48199292469723e-34 3.1704192414499e-32 67.058040822161 "Syx8"
"FBgn0038868" -1.36001991077986 4.48683561058323 -21.637442965321 5.53584745272619e-34 3.18192360641667e-32 67.0136723083227 "CG5862"
"FBgn0013347" -1.42977831842571 4.54862473449997 -21.6217879360936 5.801620950296e-34 3.3143528465441e-32 66.9668167280193 "TfIIA-S"
"FBgn0015797" 1.03056499030243 6.9873535638729 21.6102807903711 6.00517338961298e-34 3.40984663559297e-32 66.9553393072403 "Rab6"
"FBgn0024273" 1.76131773936094 7.59573868668242 21.6055488865382 6.0909588248662e-34 3.41713731917194e-32 66.9516875557533 "WASp"
"FBgn0015754" 1.35218361684842 7.06474357280588 21.6080385165903 6.045670559698e-34 3.41216189601268e-32 66.949177030049 "Lis-1"
"FBgn0030468" 1.02718389911679 4.10576888488913 21.6028623751938 6.14021345232355e-34 3.42426546635829e-32 66.9337243862024 "CG1622"
"FBgn0035333" -0.749372684763141 6.46021747543561 -21.5964598353752 6.25922802254384e-34 3.46998268303037e-32 66.9006880091328 "CG1317"
"FBgn0022131" 1.4570022942296 6.65434197509523 21.566426315617 6.84942366519405e-34 3.77483825407077e-32 66.8178854978917 "aPKC"
"FBgn0011656" 1.58721115005766 6.16610281062333 21.5478160740836 7.24307170533084e-34 3.96844086592074e-32 66.7544638944083 "Mef2"
"FBgn0036558" 1.19331849121202 5.71604020887466 21.5225735684048 7.81384324803247e-34 4.25627310411722e-32 66.6684852758108 "mib1"
"FBgn0037440" -1.53727757151239 5.76721456873528 -21.5183663571401 7.91330497918807e-34 4.28553493352676e-32 66.6514889401066 "CG1041"
"FBgn0032237" -1.04472823519713 8.15749074058804 -21.4707158967416 9.13330301145789e-34 4.88970948081994e-32 66.555639410634 "CG5362"
"FBgn0015277" -1.31007449254404 4.79529853439839 -21.4786510580682 8.9176658580853e-34 4.80170180600007e-32 66.5280079675325 "Pi3K59F"
"FBgn0019644" -1.22992850937063 7.47980347843504 -21.4641270090457 9.3163575887057e-34 4.94217601665778e-32 66.525364472178 "ATPsyn-b"
"FBgn0037720" 2.84692060577868 6.83452064148078 21.4586844850663 9.4703587501011e-34 4.98338667555503e-32 66.501343400384 "CG8312"
"FBgn0042179" 2.16189346855756 6.59649614413645 21.4550638991544 9.57422992421715e-34 4.98338667555503e-32 66.4836164775022 "CG18869"
"FBgn0034066" -0.996987775274213 5.62959211557249 -21.4633992054707 9.33680387392921e-34 4.94217601665778e-32 66.4812190721205 "CG8397"
"FBgn0032859" 1.22366756125234 7.71764526099561 21.4434793128195 9.91438559414145e-34 5.10738209867626e-32 66.4674704891849 "Arpc2"
"FBgn0037529" -0.984705100803717 5.3308820306247 -21.4558450223607 9.55172320861988e-34 4.98338667555503e-32 66.4548366935831 "mRpS9"
"FBgn0001989" -1.3378018088424 5.48557025254413 -21.4432419729445 9.92148086198185e-34 5.10738209867626e-32 66.4198708225288 "l(2)35Di"
"FBgn0000413" 1.07098051496881 5.92391453155015 21.4253573958068 1.04711826553296e-33 5.36090220206462e-32 66.376603746481 "da"
"FBgn0046322" 2.66347898811633 6.60862724196502 21.3837625013332 1.18718262617438e-33 6.0449532742542e-32 66.2712761604787 "p38c"
"FBgn0261397" 1.22043510520393 6.86020886132799 21.371053134196 1.23365013910947e-33 6.24760440719819e-32 66.2320748493454 "didum"
"FBgn0034654" -1.58853031868401 6.40248305663382 -21.363425791791 1.26241573092332e-33 6.35891020592504e-32 66.1997484137575 "CG10306"
"FBgn0028399" -1.17367358520042 6.84184192016446 -21.3568492897597 1.28776226764753e-33 6.45189555379131e-32 66.1884187172328 "TMS1"
"FBgn0010228" -2.04272370666138 5.38586891338573 -21.3505737205231 1.3124287452674e-33 6.540502614048e-32 66.1465516497056 "HmgZ"
"FBgn0014133" 1.55712052753487 7.83311562263336 21.3321409899448 1.38767783427e-33 6.87891726416702e-32 66.1336227030084 "bif"
"FBgn0031492" 0.927222188282719 4.55214572294482 21.3030503853794 1.51541743716881e-33 7.43347956483484e-32 66.0086665769311 "CG3542"
"FBgn0031436" -1.40999449608159 5.71963811458652 -21.3042211869661 1.51005363316907e-33 7.43347956483484e-32 66.0027010045851 "CG3214"
"FBgn0023171" -1.54946106451854 4.06487487350058 -21.2779607807071 1.63510736612747e-33 7.97881297565012e-32 65.9501174513739 "rnh1"
"FBgn0035632" -1.0852415840239 6.02373907021667 -21.2592353239107 1.7306303562877e-33 8.40117917516032e-32 65.8690832320524 "Ppat-Dpck"
"FBgn0028474" 1.15765935291828 5.17983039171015 21.2554070015654 1.75084399138503e-33 8.45549348210638e-32 65.8563738322269 "CG4119"
"FBgn0026088" -1.54218072246062 5.03823891087901 -21.2380464103639 1.8455471302487e-33 8.86714413502566e-32 65.7989332302957 "CG14818"
